IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::STATICINVOKE::<spec.benchmarks.serial.Utils: java.util.BitSet createBitSet()>::75
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.CompositeDataSupport::r3::<javax.management.openmbean.CompositeDataSupport: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.reflect.misc.MethodUtil$Signature::r3::<sun.reflect.misc.MethodUtil$Signature: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.Color::r3::<java.awt.Color: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.Font::r3::<java.awt.Font: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::com.sun.jmx.mbeanserver.NamedObject::r3::<com.sun.jmx.mbeanserver.NamedObject: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ListenerWrapper::r3::<com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ListenerWrapper: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.image.ComponentColorModel::r3::<java.awt.image.ComponentColorModel: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.image.PackedColorModel::r3::<java.awt.image.PackedColorModel: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.image.ColorModel::r3::<java.awt.image.ColorModel: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.geom.AffineTransform::r3::<java.awt.geom.AffineTransform: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.RenderingHints::r3::<java.awt.RenderingHints: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.AttributeValues::r3::<sun.font.AttributeValues: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.PhysicalFont::r3::<sun.font.PhysicalFont: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.font.FontRenderContext::r3::<java.awt.font.FontRenderContext: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.FontLineMetrics::r3::<sun.font.FontLineMetrics: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.StandardGlyphVector::r3::<sun.font.StandardGlyphVector: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.Point::r3::<java.awt.Point: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.geom.Point2D::r3::<java.awt.geom.Point2D: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.CoreMetrics::r3::<sun.font.CoreMetrics: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.font.TextLayout::r3::<java.awt.font.TextLayout: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.TabularDataSupport::r3::<javax.management.openmbean.TabularDataSupport: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.DefaultCaret::r3::<javax.swing.text.DefaultCaret: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.Rectangle::r3::<java.awt.Rectangle: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.geom.Rectangle2D::r3::<java.awt.geom.Rectangle2D: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.geom.Arc2D::r3::<java.awt.geom.Arc2D: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.geom.RoundRectangle2D::r3::<java.awt.geom.RoundRectangle2D: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.geom.Ellipse2D::r3::<java.awt.geom.Ellipse2D: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.RenderingHints$Key::r3::<java.awt.RenderingHints$Key: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.image.ComponentSampleModel::r3::<java.awt.image.ComponentSampleModel: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.image.MultiPixelPackedSampleModel::r3::<java.awt.image.MultiPixelPackedSampleModel: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.image.SinglePixelPackedSampleModel::r3::<java.awt.image.SinglePixelPackedSampleModel: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.Insets::r3::<java.awt.Insets: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.JobAttributes::r3::<java.awt.JobAttributes: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.PageAttributes::r3::<java.awt.PageAttributes: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.font.NumericShaper::r3::<java.awt.font.NumericShaper: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.font.TransformAttribute::r3::<java.awt.font.TransformAttribute: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.FontStrikeDesc::r3::<sun.font.FontStrikeDesc: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.GlyphLayout$LayoutEngineKey::r3::<sun.font.GlyphLayout$LayoutEngineKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.font.TextHitInfo::r3::<java.awt.font.TextHitInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.Dimension::r3::<java.awt.Dimension: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.awt.SunHints$Value::r3::<sun.awt.SunHints$Value: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.DisplayMode::r3::<java.awt.DisplayMode: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.java2d.pipe.Region::r3::<sun.java2d.pipe.Region: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.AWTKeyStroke::r3::<java.awt.AWTKeyStroke: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.MenuShortcut::r3::<java.awt.MenuShortcut: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.AlphaComposite::r3::<java.awt.AlphaComposite: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.datatransfer.DataFlavor::r3::<java.awt.datatransfer.DataFlavor: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.GlyphLayout$SDCache$SDKey::r3::<sun.font.GlyphLayout$SDCache$SDKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.Decoration$DecorationImpl::r3::<sun.font.Decoration$DecorationImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.java2d.loops.SurfaceType::r3::<sun.java2d.loops.SurfaceType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.java2d.loops.CompositeType::r3::<sun.java2d.loops.CompositeType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.BasicStroke::r3::<java.awt.BasicStroke: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.font.FontDesignMetrics$MetricsKey::r3::<sun.font.FontDesignMetrics$MetricsKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.awt.im.InputMethodLocator::r3::<sun.awt.im.InputMethodLocator: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.imageio.ImageTypeSpecifier$Interleaved::r3::<javax.imageio.ImageTypeSpecifier$Interleaved: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.imageio.ImageTypeSpecifier$Banded::r3::<javax.imageio.ImageTypeSpecifier$Banded: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.imageio.ImageTypeSpecifier::r3::<javax.imageio.ImageTypeSpecifier: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.datatransfer.MimeType::r3::<java.awt.datatransfer.MimeType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.awt.datatransfer.MimeTypeParameterList::r3::<java.awt.datatransfer.MimeTypeParameterList: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.misc.SoftCache$Entry::r3::<sun.misc.SoftCache$Entry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.swing.SwingUtilities2$LSBCacheEntry::r3::<sun.swing.SwingUtilities2$LSBCacheEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.tree.TreePath::r3::<javax.swing.tree.TreePath: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.KeyboardManager$ComponentKeyStrokePair::r3::<javax.swing.KeyboardManager$ComponentKeyStrokePair: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.awt.OSInfo$WindowsVersion::r3::<sun.awt.OSInfo$WindowsVersion: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.SimpleAttributeSet::r3::<javax.swing.text.SimpleAttributeSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.RowSorter$SortKey::r3::<javax.swing.RowSorter$SortKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.beans.IndexedPropertyDescriptor::r3::<java.beans.IndexedPropertyDescriptor: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.beans.PropertyDescriptor::r3::<java.beans.PropertyDescriptor: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.TabSet::r3::<javax.swing.text.TabSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.midi.Sequencer$SyncMode::r3::<javax.sound.midi.Sequencer$SyncMode: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.sampled.AudioFormat$Encoding::r3::<javax.sound.sampled.AudioFormat$Encoding: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.midi.MidiDevice$Info::r3::<javax.sound.midi.MidiDevice$Info: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.sampled.LineEvent$Type::r3::<javax.sound.sampled.LineEvent$Type: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.sampled.Control$Type::r3::<javax.sound.sampled.Control$Type: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.sampled.Mixer$Info::r3::<javax.sound.sampled.Mixer$Info: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.sound.sampled.AudioFileFormat$Type::r3::<javax.sound.sampled.AudioFileFormat$Type: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.HashAttributeSet::r3::<javax.print.attribute.HashAttributeSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.DocFlavor::r3::<javax.print.DocFlavor: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.standard.MediaPrintableArea::r3::<javax.print.attribute.standard.MediaPrintableArea: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.html.HTML$UnknownTag::r3::<javax.swing.text.html.HTML$UnknownTag: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.swing.text.TextComponentPrintable$IntegerSegment::r3::<sun.swing.text.TextComponentPrintable$IntegerSegment: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.SimpleAttributeSet$EmptyAttributeSet::r3::<javax.swing.text.SimpleAttributeSet$EmptyAttributeSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::com.sun.beans.finder.Signature::r3::<com.sun.beans.finder.Signature: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::com.sun.beans.WildcardTypeImpl::r3::<com.sun.beans.WildcardTypeImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.TabStop::r3::<javax.swing.text.TabStop: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.standard.Media::r3::<javax.print.attribute.standard.Media: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.MimeType::r3::<javax.print.MimeType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.standard.MediaSize::r3::<javax.print.attribute.standard.MediaSize: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.Size2DSyntax::r3::<javax.print.attribute.Size2DSyntax: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.StyleContext$FontKey::r3::<javax.swing.text.StyleContext$FontKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.swing.text.StyleContext$SmallAttributeSet::r3::<javax.swing.text.StyleContext$SmallAttributeSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::com.sun.java.swing.plaf.windows.XPStyle$Skin::r3::<com.sun.java.swing.plaf.windows.XPStyle$Skin: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.AttributeSetUtilities$UnmodifiableAttributeSet::r3::<javax.print.attribute.AttributeSetUtilities$UnmodifiableAttributeSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.attribute.AttributeSetUtilities$SynchronizedAttributeSet::r3::<javax.print.attribute.AttributeSetUtilities$SynchronizedAttributeSet: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.print.MimeType$ParameterMapEntry::r3::<javax.print.MimeType$ParameterMapEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestArrayDouble::r3::<spec.benchmarks.serial.data.TestArrayDouble: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestDomainObject::r3::<spec.benchmarks.serial.data.TestDomainObject: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestWithBigDecimal::r3::<spec.benchmarks.serial.data.TestWithBigDecimal: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestParent::r3::<spec.benchmarks.serial.data.TestParent: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestProxy::r3::<spec.benchmarks.serial.data.TestProxy: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestClassWithSQLDateOnly::r3::<spec.benchmarks.serial.data.TestClassWithSQLDateOnly: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestClassReferenceTest::r3::<spec.benchmarks.serial.data.TestClassReferenceTest: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestWithFinalField::r3::<spec.benchmarks.serial.data.TestWithFinalField: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestByteArray::r3::<spec.benchmarks.serial.data.TestByteArray: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestPayload::r3::<spec.benchmarks.serial.data.TestPayload: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestArray::r3::<spec.benchmarks.serial.data.TestArray: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestExceptionReference::r3::<spec.benchmarks.serial.data.TestExceptionReference: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestExternalizable::r3::<spec.benchmarks.serial.data.TestExternalizable: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestReadResolve::r3::<spec.benchmarks.serial.data.TestReadResolve: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestSimple::r3::<spec.benchmarks.serial.data.TestSimple: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestArrayList::r3::<spec.benchmarks.serial.data.TestArrayList: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::spec.benchmarks.serial.data.TestHugeData::r3::<spec.benchmarks.serial.data.TestHugeData: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.BitSet::r1::<java.util.BitSet: void set(int,boolean)>::92
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.io.OutputStream::r2::<java.io.OutputStream: void close()>::97
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.io.ObjectOutputStream::r2::<java.io.ObjectOutputStream: void close()>::97
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.io.InputStream::r20::<java.io.InputStream: void close()>::98
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.io.ObjectInputStream::r20::<java.io.ObjectInputStream: void close()>::98
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::STATICINVOKE::<spec.harness.Context: java.io.PrintStream getOut()>::99
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::STATICINVOKE::<spec.benchmarks.serial.Utils: void printResult(java.io.PrintStream,java.util.BitSet)>::99
